,Mean_Appropriateness_Score
Cond_N/StudySeq247,50.7
Cond_N/StudySeq248,58.0
Cond_N/StudySeq249,78.25806451612904
Cond_N/StudySeq250,74.41935483870968
Cond_N/StudySeq251,82.40625
Cond_N/StudySeq252,73.53333333333333
Cond_N/StudySeq253,85.3225806451613
Cond_N/StudySeq254,58.43333333333333
Cond_N/StudySeq255,81.75
Cond_N/StudySeq256,69.48387096774194
Cond_N/StudySeq257,78.06666666666666
Cond_N/StudySeq258,88.0
Cond_N/StudySeq259,79.4
Cond_N/StudySeq260,64.15151515151516
Cond_N/StudySeq261,80.9375
Cond_N/StudySeq262,44.60606060606061
Cond_N/StudySeq263,47.375
Cond_N/StudySeq264,37.266666666666666
Cond_N/StudySeq265,41.064516129032256
Cond_N/StudySeq266,85.93548387096774
Cond_N/StudySeq267,83.76666666666667
Cond_N/StudySeq268,87.86666666666666
Cond_N/StudySeq269,83.9375
Cond_N/StudySeq270,84.59375
Cond_N/StudySeq271,82.96666666666667
Cond_N/StudySeq272,87.26666666666667
Cond_N/StudySeq273,89.2258064516129
Cond_N/StudySeq274,85.64516129032258
Cond_N/StudySeq275,89.625
Cond_N/StudySeq276,77.21212121212122
Cond_N/StudySeq277,82.13333333333334
Cond_N/StudySeq278,64.84848484848484
Cond_N/StudySeq279,77.7741935483871
Cond_N/StudySeq280,84.19354838709677
Cond_N/StudySeq281,76.33333333333333
Cond_N/StudySeq282,80.25
Cond_N/StudySeq283,83.48387096774194
Cond_N/StudySeq284,60.516129032258064
Cond_N/StudySeq285,69.40625
Cond_N/StudySeq286,63.39393939393939
Cond_N/StudySeq287,50.7
Cond_N/StudySeq288,58.0
Cond_N/StudySeq289,78.25806451612904
Cond_N/StudySeq290,74.41935483870968
Cond_N/StudySeq291,82.40625
Cond_N/StudySeq292,73.53333333333333
Cond_N/StudySeq293,85.3225806451613
Cond_N/StudySeq294,58.43333333333333
Cond_N/StudySeq295,81.75
Cond_N/StudySeq296,69.48387096774194
Cond_N/StudySeq297,78.06666666666666
Cond_N/StudySeq298,88.0
Cond_N/StudySeq299,79.4
Cond_N/StudySeq300,64.15151515151516
Cond_N/StudySeq301,80.9375
Cond_N/StudySeq302,44.60606060606061
Cond_N/StudySeq303,47.375
Cond_N/StudySeq304,37.266666666666666
Cond_N/StudySeq305,41.064516129032256
Cond_N/StudySeq306,85.93548387096774
Cond_N/StudySeq307,83.76666666666667
Cond_N/StudySeq308,87.86666666666666
Cond_N/StudySeq309,83.9375
Cond_N/StudySeq310,84.59375
Cond_N/StudySeq311,82.96666666666667
Cond_N/StudySeq312,87.26666666666667
Cond_N/StudySeq313,89.2258064516129
Cond_N/StudySeq314,85.64516129032258
Cond_N/StudySeq315,89.625
Cond_N/StudySeq316,77.21212121212122
Cond_N/StudySeq317,82.13333333333334
Cond_N/StudySeq318,64.84848484848484
Cond_N/StudySeq319,77.7741935483871
Cond_N/StudySeq320,84.19354838709677
Cond_N/StudySeq321,76.33333333333333
Cond_N/StudySeq322,80.25
Cond_N/StudySeq323,83.48387096774194
Cond_N/StudySeq324,60.516129032258064
Cond_N/StudySeq325,69.40625
Cond_N/StudySeq326,63.39393939393939
Cond_N/StudySeq327,50.7
Cond_N/StudySeq328,58.0
Cond_N/StudySeq329,78.25806451612904
Cond_N/StudySeq330,74.41935483870968
Cond_N/StudySeq331,82.40625
Cond_N/StudySeq332,73.53333333333333
Cond_N/StudySeq333,85.3225806451613
Cond_N/StudySeq334,58.43333333333333
Cond_N/StudySeq335,81.75
Cond_N/StudySeq336,69.48387096774194
Cond_N/StudySeq337,78.06666666666666
Cond_N/StudySeq338,88.0
Cond_N/StudySeq339,79.4
Cond_N/StudySeq340,64.15151515151516
Cond_N/StudySeq341,80.9375
Cond_N/StudySeq342,44.60606060606061
Cond_N/StudySeq343,47.375
Cond_N/StudySeq344,37.266666666666666
Cond_N/StudySeq345,41.064516129032256
Cond_N/StudySeq346,85.93548387096774
Cond_N/StudySeq347,83.76666666666667
Cond_N/StudySeq348,87.86666666666666
Cond_N/StudySeq349,83.9375
Cond_N/StudySeq350,84.59375
Cond_N/StudySeq351,82.96666666666667
Cond_N/StudySeq352,87.26666666666667
Cond_N/StudySeq353,89.2258064516129
Cond_N/StudySeq354,85.64516129032258
Cond_N/StudySeq355,89.625
Cond_N/StudySeq356,77.21212121212122
Cond_N/StudySeq357,82.13333333333334
Cond_N/StudySeq358,64.84848484848484
Cond_N/StudySeq359,77.7741935483871
Cond_N/StudySeq360,84.19354838709677
Cond_N/StudySeq361,76.33333333333333
Cond_N/StudySeq362,80.25
Cond_N/StudySeq363,83.48387096774194
Cond_N/StudySeq364,60.516129032258064
Cond_N/StudySeq365,69.40625
Cond_N/StudySeq366,63.39393939393939
Cond_N/StudySeq367,50.7
Cond_N/StudySeq368,58.0
Cond_N/StudySeq369,78.25806451612904
Cond_N/StudySeq370,74.41935483870968
Cond_N/StudySeq371,82.40625
Cond_N/StudySeq372,73.53333333333333
Cond_N/StudySeq373,85.3225806451613
Cond_N/StudySeq374,58.43333333333333
Cond_N/StudySeq375,81.75
Cond_N/StudySeq376,69.48387096774194
Cond_N/StudySeq377,78.06666666666666
Cond_N/StudySeq378,88.0
Cond_N/StudySeq379,79.4
Cond_N/StudySeq380,64.15151515151516
Cond_N/StudySeq381,80.9375
Cond_N/StudySeq382,44.60606060606061
Cond_N/StudySeq383,47.375
Cond_N/StudySeq384,37.266666666666666
Cond_N/StudySeq385,41.064516129032256
Cond_N/StudySeq386,85.93548387096774
Cond_N/StudySeq387,83.76666666666667
Cond_N/StudySeq388,87.86666666666666
Cond_N/StudySeq389,83.9375
Cond_N/StudySeq390,84.59375
Cond_N/StudySeq391,82.96666666666667
Cond_N/StudySeq392,87.26666666666667
Cond_N/StudySeq393,89.2258064516129
Cond_N/StudySeq394,85.64516129032258
Cond_N/StudySeq395,89.625
Cond_N/StudySeq396,77.21212121212122
Cond_N/StudySeq397,82.13333333333334
Cond_N/StudySeq398,64.84848484848484
Cond_N/StudySeq399,77.7741935483871
Cond_N/StudySeq400,84.19354838709677
Cond_N/StudySeq401,76.33333333333333
Cond_N/StudySeq402,80.25
Cond_N/StudySeq403,83.48387096774194
Cond_N/StudySeq404,60.516129032258064
Cond_N/StudySeq405,69.40625
Cond_N/StudySeq406,63.39393939393939
Cond_N/StudySeq407,50.7
Cond_N/StudySeq408,58.0
Cond_N/StudySeq409,78.25806451612904
Cond_N/StudySeq410,74.41935483870968
Cond_N/StudySeq411,82.40625
Cond_N/StudySeq412,73.53333333333333
Cond_N/StudySeq413,85.3225806451613
Cond_N/StudySeq414,58.43333333333333
Cond_N/StudySeq415,81.75
Cond_N/StudySeq416,69.48387096774194
Cond_N/StudySeq417,78.06666666666666
Cond_N/StudySeq418,88.0
Cond_N/StudySeq419,79.4
Cond_N/StudySeq420,64.15151515151516
Cond_N/StudySeq421,80.9375
Cond_N/StudySeq422,44.60606060606061
Cond_N/StudySeq423,47.375
Cond_N/StudySeq424,37.266666666666666
Cond_N/StudySeq425,41.064516129032256
Cond_N/StudySeq426,85.93548387096774
Cond_N/StudySeq427,83.76666666666667
Cond_N/StudySeq428,87.86666666666666
Cond_N/StudySeq429,83.9375
Cond_N/StudySeq430,84.59375
Cond_N/StudySeq431,82.96666666666667
Cond_N/StudySeq432,87.26666666666667
Cond_N/StudySeq433,89.2258064516129
Cond_N/StudySeq434,85.64516129032258
Cond_N/StudySeq435,89.625
Cond_N/StudySeq436,77.21212121212122
Cond_N/StudySeq437,82.13333333333334
Cond_N/StudySeq438,64.84848484848484
Cond_N/StudySeq439,77.7741935483871
Cond_N/StudySeq440,84.19354838709677
Cond_N/StudySeq441,76.33333333333333
Cond_N/StudySeq442,80.25
Cond_N/StudySeq443,83.48387096774194
Cond_N/StudySeq444,60.516129032258064
Cond_N/StudySeq445,69.40625
Cond_N/StudySeq446,63.39393939393939
Cond_N/StudySeq447,50.7
Cond_N/StudySeq448,58.0
Cond_N/StudySeq449,78.25806451612904
Cond_N/StudySeq450,74.41935483870968
Cond_N/StudySeq451,82.40625
Cond_N/StudySeq452,73.53333333333333
Cond_N/StudySeq453,85.3225806451613
Cond_N/StudySeq454,58.43333333333333
Cond_N/StudySeq455,81.75
Cond_N/StudySeq456,69.48387096774194
Cond_N/StudySeq457,78.06666666666666
Cond_N/StudySeq458,88.0
Cond_N/StudySeq459,79.4
Cond_N/StudySeq460,64.15151515151516
Cond_N/StudySeq461,80.9375
Cond_N/StudySeq462,44.60606060606061
Cond_N/StudySeq463,47.375
Cond_N/StudySeq464,37.266666666666666
Cond_N/StudySeq465,41.064516129032256
Cond_N/StudySeq466,85.93548387096774
Cond_N/StudySeq467,83.76666666666667
Cond_N/StudySeq468,87.86666666666666
Cond_N/StudySeq469,83.9375
Cond_N/StudySeq470,84.59375
Cond_N/StudySeq471,82.96666666666667
Cond_N/StudySeq472,87.26666666666667
Cond_N/StudySeq473,89.2258064516129
Cond_N/StudySeq474,85.64516129032258
Cond_N/StudySeq475,89.625
Cond_N/StudySeq476,77.21212121212122
Cond_N/StudySeq477,82.13333333333334
Cond_N/StudySeq478,64.84848484848484
Cond_N/StudySeq479,77.7741935483871
Cond_N/StudySeq480,84.19354838709677
Cond_N/StudySeq481,76.33333333333333
Cond_N/StudySeq482,80.25
Cond_N/StudySeq483,83.48387096774194
Cond_N/StudySeq484,60.516129032258064
Cond_N/StudySeq485,69.40625
Cond_N/StudySeq486,63.39393939393939
Cond_N/StudySeq487,50.7
Cond_N/StudySeq488,58.0
Cond_N/StudySeq489,78.25806451612904
Cond_N/StudySeq490,74.41935483870968
Cond_N/StudySeq491,82.40625
Cond_N/StudySeq492,73.53333333333333
Cond_N/StudySeq493,85.3225806451613
Cond_N/StudySeq494,58.43333333333333
Cond_N/StudySeq495,81.75
Cond_N/StudySeq496,69.48387096774194
Cond_N/StudySeq497,78.06666666666666
Cond_N/StudySeq498,88.0
Cond_N/StudySeq499,79.4
Cond_N/StudySeq500,64.15151515151516
Cond_N/StudySeq501,80.9375
Cond_N/StudySeq502,44.60606060606061
Cond_N/StudySeq503,47.375
Cond_N/StudySeq504,37.266666666666666
Cond_N/StudySeq505,41.064516129032256
Cond_N/StudySeq506,85.93548387096774
Cond_N/StudySeq507,83.76666666666667
Cond_N/StudySeq508,87.86666666666666
Cond_N/StudySeq509,83.9375
Cond_N/StudySeq510,84.59375
Cond_N/StudySeq511,82.96666666666667
Cond_N/StudySeq512,87.26666666666667
Cond_N/StudySeq513,89.2258064516129
Cond_N/StudySeq514,85.64516129032258
Cond_N/StudySeq515,89.625
Cond_N/StudySeq516,77.21212121212122
Cond_N/StudySeq517,82.13333333333334
Cond_N/StudySeq518,64.84848484848484
Cond_N/StudySeq519,77.7741935483871
Cond_N/StudySeq520,84.19354838709677
Cond_N/StudySeq521,76.33333333333333
Cond_N/StudySeq522,80.25
Cond_N/StudySeq523,83.48387096774194
Cond_N/StudySeq524,60.516129032258064
Cond_N/StudySeq525,69.40625
Cond_N/StudySeq526,63.39393939393939
Cond_N/StudySeq527,50.7
Cond_N/StudySeq528,58.0
Cond_N/StudySeq529,78.25806451612904
Cond_N/StudySeq530,74.41935483870968
Cond_N/StudySeq531,82.40625
Cond_N/StudySeq532,73.53333333333333
Cond_N/StudySeq533,85.3225806451613
Cond_N/StudySeq534,58.43333333333333
Cond_N/StudySeq535,81.75
Cond_N/StudySeq536,69.48387096774194
Cond_N/StudySeq537,78.06666666666666
Cond_N/StudySeq538,88.0
Cond_N/StudySeq539,79.4
Cond_N/StudySeq540,64.15151515151516
Cond_N/StudySeq541,80.9375
Cond_N/StudySeq542,44.60606060606061
Cond_N/StudySeq543,47.375
Cond_N/StudySeq544,37.266666666666666
Cond_N/StudySeq545,41.064516129032256
Cond_N/StudySeq546,85.93548387096774
Cond_N/StudySeq547,83.76666666666667
Cond_N/StudySeq548,87.86666666666666
Cond_N/StudySeq549,83.9375
Cond_N/StudySeq550,84.59375
Cond_N/StudySeq551,82.96666666666667
Cond_N/StudySeq552,87.26666666666667
Cond_N/StudySeq553,89.2258064516129
Cond_N/StudySeq554,85.64516129032258
Cond_N/StudySeq555,89.625
Cond_N/StudySeq556,77.21212121212122
Cond_N/StudySeq557,82.13333333333334
Cond_N/StudySeq558,64.84848484848484
Cond_N/StudySeq559,77.7741935483871
Cond_N/StudySeq560,84.19354838709677
Cond_N/StudySeq561,76.33333333333333
Cond_N/StudySeq562,80.25
Cond_N/StudySeq563,83.48387096774194
Cond_N/StudySeq564,60.516129032258064
Cond_N/StudySeq565,69.40625
Cond_N/StudySeq566,63.39393939393939
Cond_N/StudySeq567,50.7
Cond_N/StudySeq568,58.0
Cond_N/StudySeq569,78.25806451612904
Cond_N/StudySeq570,74.41935483870968
Cond_N/StudySeq571,82.40625
Cond_N/StudySeq572,73.53333333333333
Cond_N/StudySeq573,85.3225806451613
Cond_N/StudySeq574,58.43333333333333
Cond_N/StudySeq575,81.75
Cond_N/StudySeq576,69.48387096774194
Cond_N/StudySeq577,78.06666666666666
Cond_N/StudySeq578,88.0
Cond_N/StudySeq579,79.4
Cond_N/StudySeq580,64.15151515151516
Cond_N/StudySeq581,80.9375
Cond_N/StudySeq582,44.60606060606061
Cond_N/StudySeq583,47.375
Cond_N/StudySeq584,37.266666666666666
Cond_N/StudySeq585,41.064516129032256
Cond_N/StudySeq586,85.93548387096774
Cond_N/StudySeq587,83.76666666666667
Cond_N/StudySeq588,87.86666666666666
Cond_N/StudySeq589,83.9375
Cond_N/StudySeq590,84.59375
Cond_N/StudySeq591,82.96666666666667
Cond_N/StudySeq592,87.26666666666667
Cond_N/StudySeq593,89.2258064516129
Cond_N/StudySeq594,85.64516129032258
Cond_N/StudySeq595,89.625
Cond_N/StudySeq596,77.21212121212122
Cond_N/StudySeq597,82.13333333333334
Cond_N/StudySeq598,64.84848484848484
Cond_N/StudySeq599,77.7741935483871
Cond_N/StudySeq600,84.19354838709677
Cond_N/StudySeq601,76.33333333333333
Cond_N/StudySeq602,80.25
Cond_N/StudySeq603,83.48387096774194
Cond_N/StudySeq604,60.516129032258064
Cond_N/StudySeq605,69.40625
Cond_N/StudySeq606,63.39393939393939
Cond_N/StudySeq607,50.7
Cond_N/StudySeq608,58.0
Cond_N/StudySeq609,78.25806451612904
Cond_N/StudySeq610,74.41935483870968
Cond_N/StudySeq611,82.40625
Cond_N/StudySeq612,73.53333333333333
Cond_N/StudySeq613,85.3225806451613
Cond_N/StudySeq614,58.43333333333333
Cond_N/StudySeq615,81.75
Cond_N/StudySeq616,69.48387096774194
Cond_N/StudySeq617,78.06666666666666
Cond_N/StudySeq618,88.0
Cond_N/StudySeq619,79.4
Cond_N/StudySeq620,64.15151515151516
Cond_N/StudySeq621,80.9375
Cond_N/StudySeq622,44.60606060606061
Cond_N/StudySeq623,47.375
Cond_N/StudySeq624,37.266666666666666
Cond_N/StudySeq625,41.064516129032256
Cond_N/StudySeq626,85.93548387096774
Cond_N/StudySeq627,83.76666666666667
Cond_N/StudySeq628,87.86666666666666
Cond_N/StudySeq629,83.9375
Cond_N/StudySeq630,84.59375
Cond_N/StudySeq631,82.96666666666667
Cond_N/StudySeq632,87.26666666666667
Cond_N/StudySeq633,89.2258064516129
Cond_N/StudySeq634,85.64516129032258
Cond_N/StudySeq635,89.625
Cond_N/StudySeq636,77.21212121212122
Cond_N/StudySeq637,82.13333333333334
Cond_N/StudySeq638,64.84848484848484
Cond_N/StudySeq639,77.7741935483871
Cond_N/StudySeq640,84.19354838709677
Cond_N/StudySeq641,76.33333333333333
Cond_N/StudySeq642,80.25
Cond_N/StudySeq643,83.48387096774194
Cond_N/StudySeq644,60.516129032258064
Cond_N/StudySeq645,69.40625
Cond_N/StudySeq646,63.39393939393939
Cond_N/StudySeq647,50.7
Cond_N/StudySeq648,58.0
Cond_N/StudySeq649,78.25806451612904
Cond_N/StudySeq650,74.41935483870968
Cond_N/StudySeq651,82.40625
Cond_N/StudySeq652,73.53333333333333
Cond_N/StudySeq653,85.3225806451613
Cond_N/StudySeq654,58.43333333333333
Cond_N/StudySeq655,81.75
Cond_N/StudySeq656,69.48387096774194
Cond_N/StudySeq657,78.06666666666666
Cond_N/StudySeq658,88.0
Cond_N/StudySeq659,79.4
Cond_N/StudySeq660,64.15151515151516
Cond_N/StudySeq661,80.9375
Cond_N/StudySeq662,44.60606060606061
Cond_N/StudySeq663,47.375
Cond_N/StudySeq664,37.266666666666666
Cond_N/StudySeq665,41.064516129032256
Cond_N/StudySeq666,85.93548387096774
Cond_N/StudySeq667,83.76666666666667
Cond_N/StudySeq668,87.86666666666666
Cond_N/StudySeq669,83.9375
Cond_N/StudySeq670,84.59375
Cond_N/StudySeq671,82.96666666666667
Cond_N/StudySeq672,87.26666666666667
Cond_N/StudySeq673,89.2258064516129
Cond_N/StudySeq674,85.64516129032258
Cond_N/StudySeq675,89.625
Cond_N/StudySeq676,77.21212121212122
Cond_N/StudySeq677,82.13333333333334
Cond_N/StudySeq678,64.84848484848484
Cond_N/StudySeq679,77.7741935483871
Cond_N/StudySeq680,84.19354838709677
Cond_N/StudySeq681,76.33333333333333
Cond_N/StudySeq682,80.25
Cond_N/StudySeq683,83.48387096774194
Cond_N/StudySeq684,60.516129032258064
Cond_N/StudySeq685,69.40625
Cond_N/StudySeq686,63.39393939393939
Cond_N/StudySeq687,50.7
Cond_N/StudySeq688,58.0
Cond_N/StudySeq689,78.25806451612904
Cond_N/StudySeq690,74.41935483870968
Cond_N/StudySeq691,82.40625
Cond_N/StudySeq692,73.53333333333333
Cond_N/StudySeq693,85.3225806451613
Cond_N/StudySeq694,58.43333333333333
Cond_N/StudySeq695,81.75
Cond_N/StudySeq696,69.48387096774194
Cond_N/StudySeq697,78.06666666666666
Cond_N/StudySeq698,88.0
Cond_N/StudySeq699,79.4
Cond_N/StudySeq700,64.15151515151516
Cond_N/StudySeq701,80.9375
Cond_N/StudySeq702,44.60606060606061
Cond_N/StudySeq703,47.375
Cond_N/StudySeq704,37.266666666666666
Cond_N/StudySeq705,41.064516129032256
Cond_N/StudySeq706,85.93548387096774
Cond_N/StudySeq707,83.76666666666667
Cond_N/StudySeq708,87.86666666666666
Cond_N/StudySeq709,83.9375
Cond_N/StudySeq710,84.59375
Cond_N/StudySeq711,82.96666666666667
Cond_N/StudySeq712,87.26666666666667
Cond_N/StudySeq713,89.2258064516129
Cond_N/StudySeq714,85.64516129032258
Cond_N/StudySeq715,89.625
Cond_N/StudySeq716,77.21212121212122
Cond_N/StudySeq717,82.13333333333334
Cond_N/StudySeq718,64.84848484848484
Cond_N/StudySeq719,77.7741935483871
Cond_N/StudySeq720,84.19354838709677
Cond_N/StudySeq721,76.33333333333333
Cond_N/StudySeq722,80.25
Cond_N/StudySeq723,83.48387096774194
Cond_N/StudySeq724,60.516129032258064
Cond_N/StudySeq725,69.40625
Cond_N/StudySeq726,63.39393939393939
Cond_N/StudySeq727,50.7
Cond_N/StudySeq728,58.0
Cond_N/StudySeq729,78.25806451612904
Cond_N/StudySeq730,74.41935483870968
Cond_N/StudySeq731,82.40625
Cond_N/StudySeq732,73.53333333333333
Cond_N/StudySeq733,85.3225806451613
Cond_N/StudySeq734,58.43333333333333
Cond_N/StudySeq735,81.75
Cond_N/StudySeq736,69.48387096774194
Cond_N/StudySeq737,78.06666666666666
Cond_N/StudySeq738,88.0
Cond_N/StudySeq739,79.4
Cond_N/StudySeq740,64.15151515151516
Cond_N/StudySeq741,80.9375
Cond_N/StudySeq742,44.60606060606061
Cond_N/StudySeq743,47.375
Cond_N/StudySeq744,37.266666666666666
Cond_N/StudySeq745,41.064516129032256
Cond_N/StudySeq746,85.93548387096774
Cond_N/StudySeq747,83.76666666666667
Cond_N/StudySeq748,87.86666666666666
Cond_N/StudySeq749,83.9375
Cond_N/StudySeq750,84.59375
Cond_N/StudySeq751,82.96666666666667
Cond_N/StudySeq752,87.26666666666667
Cond_N/StudySeq753,89.2258064516129
Cond_N/StudySeq754,85.64516129032258
Cond_N/StudySeq755,89.625
Cond_N/StudySeq756,77.21212121212122
Cond_N/StudySeq757,82.13333333333334
Cond_N/StudySeq758,64.84848484848484
Cond_N/StudySeq759,77.7741935483871
Cond_N/StudySeq760,84.19354838709677
Cond_N/StudySeq761,76.33333333333333
Cond_N/StudySeq762,80.25
Cond_N/StudySeq763,83.48387096774194
Cond_N/StudySeq764,60.516129032258064
Cond_N/StudySeq765,69.40625
Cond_N/StudySeq766,63.39393939393939
Cond_N/StudySeq767,50.7
Cond_N/StudySeq768,58.0
Cond_N/StudySeq769,78.25806451612904
Cond_N/StudySeq770,74.41935483870968
Cond_N/StudySeq771,82.40625
Cond_N/StudySeq772,73.53333333333333
Cond_N/StudySeq773,85.3225806451613
Cond_N/StudySeq774,58.43333333333333
Cond_N/StudySeq775,81.75
Cond_N/StudySeq776,69.48387096774194
Cond_N/StudySeq777,78.06666666666666
Cond_N/StudySeq778,88.0
Cond_N/StudySeq779,79.4
Cond_N/StudySeq780,64.15151515151516
Cond_N/StudySeq781,80.9375
Cond_N/StudySeq782,44.60606060606061
Cond_N/StudySeq783,47.375
Cond_N/StudySeq784,37.266666666666666
Cond_N/StudySeq785,41.064516129032256
Cond_N/StudySeq786,85.93548387096774
Cond_N/StudySeq787,83.76666666666667
Cond_N/StudySeq788,87.86666666666666
Cond_N/StudySeq789,83.9375
Cond_N/StudySeq790,84.59375
Cond_N/StudySeq791,82.96666666666667
Cond_N/StudySeq792,87.26666666666667
Cond_N/StudySeq793,89.2258064516129
Cond_N/StudySeq794,85.64516129032258
Cond_N/StudySeq795,89.625
Cond_N/StudySeq796,77.21212121212122
Cond_N/StudySeq797,82.13333333333334
Cond_N/StudySeq798,64.84848484848484
Cond_N/StudySeq799,77.7741935483871
Cond_N/StudySeq800,84.19354838709677
Cond_M/StudySeq1,66.16666666666667
Cond_M/StudySeq2,71.4375
Cond_M/StudySeq3,47.58064516129032
Cond_M/StudySeq4,68.51612903225806
Cond_M/StudySeq5,59.15625
Cond_M/StudySeq6,69.66666666666667
Cond_M/StudySeq7,28.33333333333333
Cond_M/StudySeq8,46.125
Cond_M/StudySeq9,48.61290322580645
Cond_M/StudySeq10,46.41935483870968
Cond_M/StudySeq11,47.375
Cond_M/StudySeq12,37.833333333333336
Cond_M/StudySeq13,23.06451612903226
Cond_M/StudySeq14,41.73333333333333
Cond_M/StudySeq15,52.0
Cond_M/StudySeq16,41.74193548387097
Cond_M/StudySeq17,49.06666666666667
Cond_M/StudySeq18,49.57575757575758
Cond_M/StudySeq19,49.7
Cond_M/StudySeq20,36.39393939393939
Cond_M/StudySeq21,69.625
Cond_M/StudySeq22,59.45454545454545
Cond_M/StudySeq23,67.03125
Cond_M/StudySeq24,49.36666666666667
Cond_M/StudySeq25,68.19354838709677
Cond_M/StudySeq26,52.83870967741935
Cond_M/StudySeq27,21.7
Cond_M/StudySeq28,61.56666666666667
Cond_M/StudySeq29,39.40625
Cond_M/StudySeq30,59.46875
Cond_M/StudySeq31,69.4
Cond_M/StudySeq32,64.23333333333333
Cond_M/StudySeq33,53.2258064516129
Cond_M/StudySeq34,49.2258064516129
Cond_M/StudySeq35,71.125
Cond_M/StudySeq36,44.63636363636363
Cond_M/StudySeq37,55.03333333333333
Cond_M/StudySeq38,68.06060606060606
Cond_M/StudySeq39,68.2258064516129
Cond_M/StudySeq40,55.38709677419355
Cond_M/StudySeq41,66.16666666666667
Cond_M/StudySeq42,71.4375
Cond_M/StudySeq43,47.58064516129032
Cond_M/StudySeq44,68.51612903225806
Cond_M/StudySeq45,59.15625
Cond_M/StudySeq46,69.66666666666667
Cond_M/StudySeq47,28.33333333333333
Cond_M/StudySeq48,46.125
Cond_M/StudySeq49,48.61290322580645
Cond_M/StudySeq50,46.41935483870968
Cond_M/StudySeq51,47.375
Cond_M/StudySeq52,37.833333333333336
Cond_M/StudySeq53,23.06451612903226
Cond_M/StudySeq54,41.73333333333333
Cond_M/StudySeq55,52.0
Cond_M/StudySeq56,41.74193548387097
Cond_M/StudySeq57,49.06666666666667
Cond_M/StudySeq58,49.57575757575758
Cond_M/StudySeq59,49.7
Cond_M/StudySeq60,36.39393939393939
Cond_M/StudySeq61,69.625
Cond_M/StudySeq62,59.45454545454545
Cond_M/StudySeq63,67.03125
Cond_M/StudySeq64,49.36666666666667
Cond_M/StudySeq65,68.19354838709677
Cond_M/StudySeq66,52.83870967741935
Cond_M/StudySeq67,21.7
Cond_M/StudySeq68,61.56666666666667
Cond_M/StudySeq69,39.40625
Cond_M/StudySeq70,59.46875
Cond_M/StudySeq71,69.4
Cond_M/StudySeq72,64.23333333333333
Cond_M/StudySeq73,53.2258064516129
Cond_M/StudySeq74,49.2258064516129
Cond_M/StudySeq75,71.125
Cond_M/StudySeq76,44.63636363636363
Cond_M/StudySeq77,55.03333333333333
Cond_M/StudySeq78,68.06060606060606
Cond_M/StudySeq79,68.2258064516129
Cond_M/StudySeq80,55.38709677419355
Cond_M/StudySeq81,66.16666666666667
Cond_M/StudySeq82,71.4375
Cond_M/StudySeq83,47.58064516129032
Cond_M/StudySeq84,68.51612903225806
Cond_M/StudySeq85,59.15625
Cond_M/StudySeq86,69.66666666666667
Cond_M/StudySeq87,28.33333333333333
Cond_M/StudySeq88,46.125
Cond_M/StudySeq89,48.61290322580645
Cond_M/StudySeq90,46.41935483870968
Cond_M/StudySeq91,47.375
Cond_M/StudySeq92,37.833333333333336
Cond_M/StudySeq93,23.06451612903226
Cond_M/StudySeq94,41.73333333333333
Cond_M/StudySeq95,52.0
Cond_M/StudySeq96,41.74193548387097
Cond_M/StudySeq97,49.06666666666667
Cond_M/StudySeq98,49.57575757575758
Cond_M/StudySeq99,49.7
Cond_M/StudySeq100,36.39393939393939
Cond_M/StudySeq101,69.625
Cond_M/StudySeq102,59.45454545454545
Cond_M/StudySeq103,67.03125
Cond_M/StudySeq104,49.36666666666667
Cond_M/StudySeq105,68.19354838709677
Cond_M/StudySeq106,52.83870967741935
Cond_M/StudySeq107,21.7
Cond_M/StudySeq108,61.56666666666667
Cond_M/StudySeq109,39.40625
Cond_M/StudySeq110,59.46875
Cond_M/StudySeq111,69.4
Cond_M/StudySeq112,64.23333333333333
Cond_M/StudySeq113,53.2258064516129
Cond_M/StudySeq114,49.2258064516129
Cond_M/StudySeq115,71.125
Cond_M/StudySeq116,44.63636363636363
Cond_M/StudySeq117,55.03333333333333
Cond_M/StudySeq118,68.06060606060606
Cond_M/StudySeq119,68.2258064516129
Cond_M/StudySeq120,55.38709677419355
Cond_M/StudySeq121,66.16666666666667
Cond_M/StudySeq122,71.4375
Cond_M/StudySeq123,47.58064516129032
Cond_M/StudySeq124,68.51612903225806
Cond_M/StudySeq125,59.15625
Cond_M/StudySeq126,69.66666666666667
Cond_M/StudySeq127,28.33333333333333
Cond_M/StudySeq128,46.125
Cond_M/StudySeq129,48.61290322580645
Cond_M/StudySeq130,46.41935483870968
Cond_M/StudySeq131,47.375
Cond_M/StudySeq132,37.833333333333336
Cond_M/StudySeq133,23.06451612903226
Cond_M/StudySeq134,41.73333333333333
Cond_M/StudySeq135,52.0
Cond_M/StudySeq136,41.74193548387097
Cond_M/StudySeq137,49.06666666666667
Cond_M/StudySeq138,49.57575757575758
Cond_M/StudySeq139,49.7
Cond_M/StudySeq140,36.39393939393939
Cond_M/StudySeq141,69.625
Cond_M/StudySeq142,59.45454545454545
Cond_M/StudySeq143,67.03125
Cond_M/StudySeq144,49.36666666666667
Cond_M/StudySeq145,68.19354838709677
Cond_M/StudySeq146,52.83870967741935
Cond_M/StudySeq147,21.7
Cond_M/StudySeq148,61.56666666666667
Cond_M/StudySeq149,39.40625
Cond_M/StudySeq150,59.46875
Cond_M/StudySeq151,69.4
