,Mean_Human_Likeness_Score
Cond_BT/StudySeq689,49.888888888888886
Cond_BT/StudySeq690,50.5
Cond_BT/StudySeq691,52.30769230769231
Cond_BT/StudySeq692,50.26923076923077
Cond_BT/StudySeq693,49.84615384615385
Cond_BT/StudySeq694,57.458333333333336
Cond_BT/StudySeq695,54.76923076923077
Cond_BT/StudySeq696,66.52631578947368
Cond_BT/StudySeq697,56.68181818181818
Cond_BT/StudySeq698,62.57692307692308
Cond_BT/StudySeq699,55.083333333333336
Cond_BT/StudySeq700,43.25
Cond_BT/StudySeq701,51.37037037037037
Cond_BT/StudySeq702,48.36
Cond_BT/StudySeq703,58.125
Cond_BT/StudySeq704,45.5
Cond_BT/StudySeq705,62.54545454545455
Cond_BT/StudySeq706,61.23076923076923
Cond_BT/StudySeq707,56.142857142857146
Cond_BT/StudySeq708,50.5
Cond_BT/StudySeq709,54.642857142857146
Cond_BT/StudySeq710,55.52173913043478
Cond_BT/StudySeq711,60.333333333333336
Cond_BT/StudySeq712,67.76923076923077
Cond_BT/StudySeq713,50.91666666666666
Cond_BT/StudySeq714,54.57692307692308
Cond_BT/StudySeq715,59.57692307692308
Cond_BT/StudySeq716,48.15625
Cond_BT/StudySeq717,49.82142857142857
Cond_BT/StudySeq718,58.46153846153846
Cond_BT/StudySeq719,57.10714285714285
Cond_BT/StudySeq720,51.689655172413794
Cond_BT/StudySeq721,54.57142857142857
Cond_BT/StudySeq722,56.37037037037037
Cond_BT/StudySeq723,39.56
Cond_BT/StudySeq724,56.30769230769231
Cond_BT/StudySeq725,65.81481481481481
Cond_BT/StudySeq726,52.29166666666666
Cond_BT/StudySeq727,64.53571428571429
Cond_BT/StudySeq728,47.86363636363637
Cond_BT/StudySeq729,49.888888888888886
Cond_BT/StudySeq730,50.5
Cond_BT/StudySeq731,52.30769230769231
Cond_BT/StudySeq732,50.26923076923077
Cond_BT/StudySeq733,49.84615384615385
Cond_BT/StudySeq734,57.458333333333336
Cond_BT/StudySeq735,54.76923076923077
Cond_BT/StudySeq736,66.52631578947368
Cond_BT/StudySeq737,56.68181818181818
Cond_BT/StudySeq738,62.57692307692308
Cond_BT/StudySeq739,55.083333333333336
Cond_BT/StudySeq740,43.25
Cond_BT/StudySeq741,51.37037037037037
Cond_BT/StudySeq742,48.36
Cond_BT/StudySeq743,58.125
Cond_BT/StudySeq744,45.5
Cond_BT/StudySeq745,62.54545454545455
Cond_BT/StudySeq746,61.23076923076923
Cond_BT/StudySeq747,56.142857142857146
Cond_BT/StudySeq748,50.5
Cond_BT/StudySeq749,54.642857142857146
Cond_BT/StudySeq750,55.52173913043478
Cond_BT/StudySeq751,60.333333333333336
Cond_BT/StudySeq752,67.76923076923077
Cond_BT/StudySeq753,50.91666666666666
Cond_BT/StudySeq754,54.57692307692308
Cond_BT/StudySeq755,59.57692307692308
Cond_BT/StudySeq756,48.15625
Cond_BT/StudySeq757,49.82142857142857
Cond_BT/StudySeq758,58.46153846153846
Cond_BT/StudySeq759,57.10714285714285
Cond_BT/StudySeq760,51.689655172413794
Cond_BT/StudySeq761,54.57142857142857
Cond_BT/StudySeq762,56.37037037037037
Cond_BT/StudySeq763,39.56
Cond_BT/StudySeq764,56.30769230769231
Cond_BT/StudySeq765,65.81481481481481
Cond_BT/StudySeq766,52.29166666666666
Cond_BT/StudySeq767,64.53571428571429
Cond_BT/StudySeq768,47.86363636363637
Cond_BT/StudySeq769,49.888888888888886
Cond_BT/StudySeq770,50.5
Cond_BT/StudySeq771,52.30769230769231
Cond_BT/StudySeq772,50.26923076923077
Cond_BT/StudySeq773,49.84615384615385
Cond_BT/StudySeq774,57.458333333333336
Cond_BT/StudySeq775,54.76923076923077
Cond_BT/StudySeq776,66.52631578947368
Cond_BT/StudySeq777,56.68181818181818
Cond_BT/StudySeq778,62.57692307692308
Cond_BT/StudySeq779,55.083333333333336
Cond_BT/StudySeq780,43.25
Cond_BT/StudySeq781,51.37037037037037
Cond_BT/StudySeq782,48.36
Cond_BT/StudySeq783,58.125
Cond_BT/StudySeq784,45.5
Cond_BT/StudySeq785,62.54545454545455
Cond_BT/StudySeq786,61.23076923076923
Cond_BT/StudySeq787,56.142857142857146
Cond_BT/StudySeq788,50.5
Cond_BT/StudySeq789,54.642857142857146
Cond_BT/StudySeq790,55.52173913043478
Cond_BT/StudySeq791,60.333333333333336
Cond_BT/StudySeq792,67.76923076923077
Cond_BT/StudySeq793,50.91666666666666
Cond_BT/StudySeq794,54.57692307692308
Cond_BT/StudySeq795,59.57692307692308
Cond_BT/StudySeq796,48.15625
Cond_BT/StudySeq797,49.82142857142857
Cond_BT/StudySeq798,58.46153846153846
Cond_BT/StudySeq799,57.10714285714285
Cond_BT/StudySeq800,51.689655172413794
Cond_N/StudySeq1,80.19354838709677
Cond_N/StudySeq2,84.03030303030303
Cond_N/StudySeq3,79.1875
Cond_N/StudySeq4,69.0625
Cond_N/StudySeq5,59.45161290322581
Cond_N/StudySeq6,67.8125
Cond_N/StudySeq7,58.53125
Cond_N/StudySeq8,41.74193548387097
Cond_N/StudySeq9,67.75
Cond_N/StudySeq10,66.93103448275862
Cond_N/StudySeq11,68.0625
Cond_N/StudySeq12,48.32258064516129
Cond_N/StudySeq13,56.40625
Cond_N/StudySeq14,55.03448275862069
Cond_N/StudySeq15,60.25
Cond_N/StudySeq16,56.58064516129032
Cond_N/StudySeq17,68.53333333333333
Cond_N/StudySeq18,79.13333333333334
Cond_N/StudySeq19,77.06666666666666
Cond_N/StudySeq20,61.32258064516129
Cond_N/StudySeq21,71.03333333333333
Cond_N/StudySeq22,80.0
Cond_N/StudySeq23,71.78125
Cond_N/StudySeq24,71.93333333333334
Cond_N/StudySeq25,72.90322580645162
Cond_N/StudySeq26,75.63333333333334
Cond_N/StudySeq27,68.5625
Cond_N/StudySeq28,49.0
Cond_N/StudySeq29,35.689655172413794
Cond_N/StudySeq30,68.54838709677419
Cond_N/StudySeq31,75.83870967741936
Cond_N/StudySeq32,70.83870967741936
Cond_N/StudySeq33,76.90322580645162
Cond_N/StudySeq34,68.375
Cond_N/StudySeq35,82.33333333333333
Cond_N/StudySeq36,81.3529411764706
Cond_N/StudySeq37,64.3125
Cond_N/StudySeq38,57.794117647058826
Cond_N/StudySeq39,73.84848484848484
Cond_N/StudySeq40,80.58064516129032
Cond_N/StudySeq41,80.19354838709677
Cond_N/StudySeq42,84.03030303030303
Cond_N/StudySeq43,79.1875
Cond_N/StudySeq44,69.0625
Cond_N/StudySeq45,59.45161290322581
Cond_N/StudySeq46,67.8125
Cond_N/StudySeq47,58.53125
Cond_N/StudySeq48,41.74193548387097
Cond_N/StudySeq49,67.75
Cond_N/StudySeq50,66.93103448275862
Cond_N/StudySeq51,68.0625
Cond_N/StudySeq52,48.32258064516129
Cond_N/StudySeq53,56.40625
Cond_N/StudySeq54,55.03448275862069
Cond_N/StudySeq55,60.25
Cond_N/StudySeq56,56.58064516129032
Cond_N/StudySeq57,68.53333333333333
Cond_N/StudySeq58,79.13333333333334
Cond_N/StudySeq59,77.06666666666666
Cond_N/StudySeq60,61.32258064516129
Cond_N/StudySeq61,71.03333333333333
Cond_N/StudySeq62,80.0
Cond_N/StudySeq63,71.78125
Cond_N/StudySeq64,71.93333333333334
Cond_N/StudySeq65,72.90322580645162
Cond_N/StudySeq66,75.63333333333334
Cond_N/StudySeq67,68.5625
Cond_N/StudySeq68,49.0
Cond_N/StudySeq69,35.689655172413794
Cond_N/StudySeq70,68.54838709677419
Cond_N/StudySeq71,75.83870967741936
Cond_N/StudySeq72,70.83870967741936
Cond_N/StudySeq73,76.90322580645162
Cond_N/StudySeq74,68.375
Cond_N/StudySeq75,82.33333333333333
Cond_N/StudySeq76,81.3529411764706
Cond_N/StudySeq77,64.3125
Cond_N/StudySeq78,57.794117647058826
Cond_N/StudySeq79,73.84848484848484
Cond_N/StudySeq80,80.58064516129032
Cond_N/StudySeq81,80.19354838709677
Cond_N/StudySeq82,84.03030303030303
Cond_N/StudySeq83,79.1875
Cond_N/StudySeq84,69.0625
Cond_N/StudySeq85,59.45161290322581
Cond_N/StudySeq86,67.8125
Cond_N/StudySeq87,58.53125
Cond_N/StudySeq88,41.74193548387097
Cond_N/StudySeq89,67.75
Cond_N/StudySeq90,66.93103448275862
Cond_N/StudySeq91,68.0625
Cond_N/StudySeq92,48.32258064516129
Cond_N/StudySeq93,56.40625
Cond_N/StudySeq94,55.03448275862069
Cond_N/StudySeq95,60.25
Cond_N/StudySeq96,56.58064516129032
Cond_N/StudySeq97,68.53333333333333
Cond_N/StudySeq98,79.13333333333334
Cond_N/StudySeq99,77.06666666666666
Cond_N/StudySeq100,61.32258064516129
Cond_N/StudySeq101,71.03333333333333
Cond_N/StudySeq102,80.0
Cond_N/StudySeq103,71.78125
Cond_N/StudySeq104,71.93333333333334
Cond_N/StudySeq105,72.90322580645162
Cond_N/StudySeq106,75.63333333333334
Cond_N/StudySeq107,68.5625
Cond_N/StudySeq108,49.0
Cond_N/StudySeq109,35.689655172413794
Cond_N/StudySeq110,68.54838709677419
Cond_N/StudySeq111,75.83870967741936
Cond_N/StudySeq112,70.83870967741936
Cond_N/StudySeq113,76.90322580645162
Cond_N/StudySeq114,68.375
Cond_N/StudySeq115,82.33333333333333
Cond_N/StudySeq116,81.3529411764706
Cond_N/StudySeq117,64.3125
Cond_N/StudySeq118,57.794117647058826
Cond_N/StudySeq119,73.84848484848484
Cond_N/StudySeq120,80.58064516129032
Cond_N/StudySeq121,80.19354838709677
Cond_N/StudySeq122,84.03030303030303
Cond_N/StudySeq123,79.1875
Cond_N/StudySeq124,69.0625
Cond_N/StudySeq125,59.45161290322581
Cond_N/StudySeq126,67.8125
Cond_N/StudySeq127,58.53125
Cond_N/StudySeq128,41.74193548387097
Cond_N/StudySeq129,67.75
Cond_N/StudySeq130,66.93103448275862
Cond_N/StudySeq131,68.0625
Cond_N/StudySeq132,48.32258064516129
Cond_N/StudySeq133,56.40625
Cond_N/StudySeq134,55.03448275862069
Cond_N/StudySeq135,60.25
Cond_N/StudySeq136,56.58064516129032
Cond_N/StudySeq137,68.53333333333333
Cond_N/StudySeq138,79.13333333333334
Cond_N/StudySeq139,77.06666666666666
Cond_N/StudySeq140,61.32258064516129
Cond_N/StudySeq141,71.03333333333333
Cond_N/StudySeq142,80.0
Cond_N/StudySeq143,71.78125
Cond_N/StudySeq144,71.93333333333334
Cond_N/StudySeq145,72.90322580645162
Cond_N/StudySeq146,75.63333333333334
Cond_N/StudySeq147,68.5625
Cond_N/StudySeq148,49.0
Cond_N/StudySeq149,35.689655172413794
Cond_N/StudySeq150,68.54838709677419
Cond_N/StudySeq151,75.83870967741936
Cond_N/StudySeq152,70.83870967741936
Cond_N/StudySeq153,76.90322580645162
Cond_N/StudySeq154,68.375
Cond_N/StudySeq155,82.33333333333333
Cond_N/StudySeq156,81.3529411764706
Cond_N/StudySeq157,64.3125
Cond_N/StudySeq158,57.794117647058826
Cond_N/StudySeq159,73.84848484848484
Cond_N/StudySeq160,80.58064516129032
Cond_N/StudySeq161,80.19354838709677
Cond_N/StudySeq162,84.03030303030303
Cond_N/StudySeq163,79.1875
Cond_N/StudySeq164,69.0625
Cond_N/StudySeq165,59.45161290322581
Cond_N/StudySeq166,67.8125
Cond_N/StudySeq167,58.53125
Cond_N/StudySeq168,41.74193548387097
Cond_N/StudySeq169,67.75
Cond_N/StudySeq170,66.93103448275862
Cond_N/StudySeq171,68.0625
Cond_N/StudySeq172,48.32258064516129
Cond_N/StudySeq173,56.40625
Cond_N/StudySeq174,55.03448275862069
Cond_N/StudySeq175,60.25
Cond_N/StudySeq176,56.58064516129032
Cond_N/StudySeq177,68.53333333333333
Cond_N/StudySeq178,79.13333333333334
Cond_N/StudySeq179,77.06666666666666
Cond_N/StudySeq180,61.32258064516129
Cond_N/StudySeq181,71.03333333333333
Cond_N/StudySeq182,80.0
Cond_N/StudySeq183,71.78125
Cond_N/StudySeq184,71.93333333333334
Cond_N/StudySeq185,72.90322580645162
Cond_N/StudySeq186,75.63333333333334
Cond_N/StudySeq187,68.5625
Cond_N/StudySeq188,49.0
Cond_N/StudySeq189,35.689655172413794
Cond_N/StudySeq190,68.54838709677419
Cond_N/StudySeq191,75.83870967741936
Cond_N/StudySeq192,70.83870967741936
Cond_N/StudySeq193,76.90322580645162
Cond_N/StudySeq194,68.375
Cond_N/StudySeq195,82.33333333333333
Cond_N/StudySeq196,81.3529411764706
Cond_N/StudySeq197,64.3125
Cond_N/StudySeq198,57.794117647058826
Cond_N/StudySeq199,73.84848484848484
Cond_N/StudySeq200,80.58064516129032
Cond_N/StudySeq201,80.19354838709677
Cond_N/StudySeq202,84.03030303030303
Cond_N/StudySeq203,79.1875
Cond_N/StudySeq204,69.0625
Cond_N/StudySeq205,59.45161290322581
Cond_N/StudySeq206,67.8125
Cond_N/StudySeq207,58.53125
Cond_N/StudySeq208,41.74193548387097
Cond_N/StudySeq209,67.75
Cond_N/StudySeq210,66.93103448275862
Cond_N/StudySeq211,68.0625
Cond_N/StudySeq212,48.32258064516129
Cond_N/StudySeq213,56.40625
Cond_N/StudySeq214,55.03448275862069
Cond_N/StudySeq215,60.25
Cond_N/StudySeq216,56.58064516129032
Cond_N/StudySeq217,68.53333333333333
Cond_N/StudySeq218,79.13333333333334
Cond_N/StudySeq219,77.06666666666666
Cond_N/StudySeq220,61.32258064516129
Cond_N/StudySeq221,71.03333333333333
Cond_N/StudySeq222,80.0
Cond_N/StudySeq223,71.78125
Cond_N/StudySeq224,71.93333333333334
Cond_N/StudySeq225,72.90322580645162
Cond_N/StudySeq226,75.63333333333334
Cond_N/StudySeq227,68.5625
Cond_N/StudySeq228,49.0
Cond_N/StudySeq229,35.689655172413794
Cond_N/StudySeq230,68.54838709677419
Cond_N/StudySeq231,75.83870967741936
Cond_N/StudySeq232,70.83870967741936
Cond_N/StudySeq233,76.90322580645162
Cond_N/StudySeq234,68.375
Cond_N/StudySeq235,82.33333333333333
Cond_N/StudySeq236,81.3529411764706
Cond_N/StudySeq237,64.3125
Cond_N/StudySeq238,57.794117647058826
Cond_N/StudySeq239,73.84848484848484
Cond_N/StudySeq240,80.58064516129032
Cond_N/StudySeq241,80.19354838709677
Cond_N/StudySeq242,84.03030303030303
Cond_N/StudySeq243,79.1875
Cond_N/StudySeq244,69.0625
Cond_N/StudySeq245,59.45161290322581
Cond_N/StudySeq246,67.8125
Cond_N/StudySeq247,58.53125
Cond_N/StudySeq248,41.74193548387097
Cond_N/StudySeq249,67.75
Cond_N/StudySeq250,66.93103448275862
Cond_N/StudySeq251,68.0625
Cond_N/StudySeq252,48.32258064516129
Cond_N/StudySeq253,56.40625
Cond_N/StudySeq254,55.03448275862069
Cond_N/StudySeq255,60.25
Cond_N/StudySeq256,56.58064516129032
Cond_N/StudySeq257,68.53333333333333
Cond_N/StudySeq258,79.13333333333334
Cond_N/StudySeq259,77.06666666666666
Cond_N/StudySeq260,61.32258064516129
Cond_N/StudySeq261,71.03333333333333
Cond_N/StudySeq262,80.0
Cond_N/StudySeq263,71.78125
Cond_N/StudySeq264,71.93333333333334
Cond_N/StudySeq265,72.90322580645162
Cond_N/StudySeq266,75.63333333333334
Cond_N/StudySeq267,68.5625
Cond_N/StudySeq268,49.0
Cond_N/StudySeq269,35.689655172413794
Cond_N/StudySeq270,68.54838709677419
Cond_N/StudySeq271,75.83870967741936
Cond_N/StudySeq272,70.83870967741936
Cond_N/StudySeq273,76.90322580645162
Cond_N/StudySeq274,68.375
Cond_N/StudySeq275,82.33333333333333
Cond_N/StudySeq276,81.3529411764706
Cond_N/StudySeq277,64.3125
Cond_N/StudySeq278,57.794117647058826
Cond_N/StudySeq279,73.84848484848484
Cond_N/StudySeq280,80.58064516129032
Cond_N/StudySeq281,80.19354838709677
Cond_N/StudySeq282,84.03030303030303
Cond_N/StudySeq283,79.1875
Cond_N/StudySeq284,69.0625
Cond_N/StudySeq285,59.45161290322581
Cond_N/StudySeq286,67.8125
Cond_N/StudySeq287,58.53125
Cond_N/StudySeq288,41.74193548387097
Cond_N/StudySeq289,67.75
Cond_N/StudySeq290,66.93103448275862
Cond_N/StudySeq291,68.0625
Cond_N/StudySeq292,48.32258064516129
Cond_N/StudySeq293,56.40625
Cond_N/StudySeq294,55.03448275862069
Cond_N/StudySeq295,60.25
Cond_N/StudySeq296,56.58064516129032
Cond_N/StudySeq297,68.53333333333333
Cond_N/StudySeq298,79.13333333333334
Cond_N/StudySeq299,77.06666666666666
Cond_N/StudySeq300,61.32258064516129
Cond_N/StudySeq301,71.03333333333333
Cond_N/StudySeq302,80.0
Cond_N/StudySeq303,71.78125
Cond_N/StudySeq304,71.93333333333334
Cond_N/StudySeq305,72.90322580645162
Cond_N/StudySeq306,75.63333333333334
Cond_N/StudySeq307,68.5625
Cond_N/StudySeq308,49.0
Cond_N/StudySeq309,35.689655172413794
Cond_N/StudySeq310,68.54838709677419
Cond_N/StudySeq311,75.83870967741936
Cond_N/StudySeq312,70.83870967741936
Cond_N/StudySeq313,76.90322580645162
Cond_N/StudySeq314,68.375
Cond_N/StudySeq315,82.33333333333333
Cond_N/StudySeq316,81.3529411764706
Cond_N/StudySeq317,64.3125
Cond_N/StudySeq318,57.794117647058826
Cond_N/StudySeq319,73.84848484848484
Cond_N/StudySeq320,80.58064516129032
Cond_N/StudySeq321,80.19354838709677
Cond_N/StudySeq322,84.03030303030303
Cond_N/StudySeq323,79.1875
Cond_N/StudySeq324,69.0625
Cond_N/StudySeq325,59.45161290322581
Cond_N/StudySeq326,67.8125
Cond_N/StudySeq327,58.53125
Cond_N/StudySeq328,41.74193548387097
Cond_N/StudySeq329,67.75
Cond_N/StudySeq330,66.93103448275862
Cond_N/StudySeq331,68.0625
Cond_N/StudySeq332,48.32258064516129
Cond_N/StudySeq333,56.40625
Cond_N/StudySeq334,55.03448275862069
Cond_N/StudySeq335,60.25
Cond_N/StudySeq336,56.58064516129032
Cond_N/StudySeq337,68.53333333333333
Cond_N/StudySeq338,79.13333333333334
Cond_N/StudySeq339,77.06666666666666
Cond_N/StudySeq340,61.32258064516129
Cond_N/StudySeq341,71.03333333333333
Cond_N/StudySeq342,80.0
Cond_N/StudySeq343,71.78125
Cond_N/StudySeq344,71.93333333333334
Cond_N/StudySeq345,72.90322580645162
Cond_N/StudySeq346,75.63333333333334
Cond_N/StudySeq347,68.5625
Cond_N/StudySeq348,49.0
Cond_N/StudySeq349,35.689655172413794
Cond_N/StudySeq350,68.54838709677419
Cond_N/StudySeq351,75.83870967741936
Cond_N/StudySeq352,70.83870967741936
Cond_N/StudySeq353,76.90322580645162
Cond_N/StudySeq354,68.375
Cond_N/StudySeq355,82.33333333333333
Cond_N/StudySeq356,81.3529411764706
Cond_N/StudySeq357,64.3125
Cond_N/StudySeq358,57.794117647058826
Cond_N/StudySeq359,73.84848484848484
Cond_N/StudySeq360,80.58064516129032
Cond_N/StudySeq361,80.19354838709677
Cond_N/StudySeq362,84.03030303030303
Cond_N/StudySeq363,79.1875
Cond_N/StudySeq364,69.0625
Cond_N/StudySeq365,59.45161290322581
Cond_N/StudySeq366,67.8125
Cond_N/StudySeq367,58.53125
Cond_N/StudySeq368,41.74193548387097
Cond_N/StudySeq369,67.75
Cond_N/StudySeq370,66.93103448275862
Cond_N/StudySeq371,68.0625
Cond_N/StudySeq372,48.32258064516129
Cond_N/StudySeq373,56.40625
Cond_N/StudySeq374,55.03448275862069
Cond_N/StudySeq375,60.25
Cond_N/StudySeq376,56.58064516129032
Cond_N/StudySeq377,68.53333333333333
Cond_N/StudySeq378,79.13333333333334
Cond_N/StudySeq379,77.06666666666666
Cond_N/StudySeq380,61.32258064516129
Cond_N/StudySeq381,71.03333333333333
Cond_N/StudySeq382,80.0
Cond_N/StudySeq383,71.78125
Cond_N/StudySeq384,71.93333333333334
Cond_N/StudySeq385,72.90322580645162
Cond_N/StudySeq386,75.63333333333334
Cond_N/StudySeq387,68.5625
Cond_N/StudySeq388,49.0
Cond_N/StudySeq389,35.689655172413794
Cond_N/StudySeq390,68.54838709677419
Cond_N/StudySeq391,75.83870967741936
Cond_N/StudySeq392,70.83870967741936
Cond_N/StudySeq393,76.90322580645162
Cond_N/StudySeq394,68.375
Cond_N/StudySeq395,82.33333333333333
Cond_N/StudySeq396,81.3529411764706
Cond_N/StudySeq397,64.3125
Cond_N/StudySeq398,57.794117647058826
Cond_N/StudySeq399,73.84848484848484
Cond_N/StudySeq400,80.58064516129032
Cond_N/StudySeq401,80.19354838709677
Cond_N/StudySeq402,84.03030303030303
Cond_N/StudySeq403,79.1875
Cond_N/StudySeq404,69.0625
Cond_N/StudySeq405,59.45161290322581
Cond_N/StudySeq406,67.8125
Cond_N/StudySeq407,58.53125
Cond_N/StudySeq408,41.74193548387097
Cond_N/StudySeq409,67.75
Cond_N/StudySeq410,66.93103448275862
Cond_N/StudySeq411,68.0625
Cond_N/StudySeq412,48.32258064516129
Cond_N/StudySeq413,56.40625
Cond_N/StudySeq414,55.03448275862069
Cond_N/StudySeq415,60.25
Cond_N/StudySeq416,56.58064516129032
Cond_N/StudySeq417,68.53333333333333
Cond_N/StudySeq418,79.13333333333334
Cond_N/StudySeq419,77.06666666666666
Cond_N/StudySeq420,61.32258064516129
Cond_N/StudySeq421,71.03333333333333
Cond_N/StudySeq422,80.0
Cond_N/StudySeq423,71.78125
Cond_N/StudySeq424,71.93333333333334
Cond_N/StudySeq425,72.90322580645162
Cond_N/StudySeq426,75.63333333333334
Cond_N/StudySeq427,68.5625
Cond_N/StudySeq428,49.0
Cond_N/StudySeq429,35.689655172413794
Cond_N/StudySeq430,68.54838709677419
Cond_N/StudySeq431,75.83870967741936
Cond_N/StudySeq432,70.83870967741936
Cond_N/StudySeq433,76.90322580645162
Cond_N/StudySeq434,68.375
Cond_N/StudySeq435,82.33333333333333
Cond_N/StudySeq436,81.3529411764706
Cond_N/StudySeq437,64.3125
Cond_N/StudySeq438,57.794117647058826
Cond_N/StudySeq439,73.84848484848484
Cond_N/StudySeq440,80.58064516129032
Cond_N/StudySeq441,80.19354838709677
Cond_N/StudySeq442,84.03030303030303
Cond_N/StudySeq443,79.1875
Cond_N/StudySeq444,69.0625
Cond_N/StudySeq445,59.45161290322581
Cond_N/StudySeq446,67.8125
Cond_N/StudySeq447,58.53125
Cond_N/StudySeq448,41.74193548387097
Cond_N/StudySeq449,67.75
Cond_N/StudySeq450,66.93103448275862
Cond_N/StudySeq451,68.0625
Cond_N/StudySeq452,48.32258064516129
Cond_N/StudySeq453,56.40625
Cond_N/StudySeq454,55.03448275862069
Cond_N/StudySeq455,60.25
Cond_N/StudySeq456,56.58064516129032
Cond_N/StudySeq457,68.53333333333333
Cond_N/StudySeq458,79.13333333333334
Cond_N/StudySeq459,77.06666666666666
Cond_N/StudySeq460,61.32258064516129
Cond_N/StudySeq461,71.03333333333333
Cond_N/StudySeq462,80.0
Cond_N/StudySeq463,71.78125
Cond_N/StudySeq464,71.93333333333334
Cond_N/StudySeq465,72.90322580645162
Cond_N/StudySeq466,75.63333333333334
Cond_N/StudySeq467,68.5625
Cond_N/StudySeq468,49.0
Cond_N/StudySeq469,35.689655172413794
Cond_N/StudySeq470,68.54838709677419
Cond_N/StudySeq471,75.83870967741936
Cond_N/StudySeq472,70.83870967741936
Cond_N/StudySeq473,76.90322580645162
Cond_N/StudySeq474,68.375
Cond_N/StudySeq475,82.33333333333333
Cond_N/StudySeq476,81.3529411764706
Cond_N/StudySeq477,64.3125
Cond_N/StudySeq478,57.794117647058826
Cond_N/StudySeq479,73.84848484848484
Cond_N/StudySeq480,80.58064516129032
Cond_N/StudySeq481,80.19354838709677
Cond_N/StudySeq482,84.03030303030303
Cond_N/StudySeq483,79.1875
Cond_N/StudySeq484,69.0625
Cond_N/StudySeq485,59.45161290322581
Cond_N/StudySeq486,67.8125
Cond_N/StudySeq487,58.53125
Cond_N/StudySeq488,41.74193548387097
Cond_N/StudySeq489,67.75
Cond_N/StudySeq490,66.93103448275862
Cond_N/StudySeq491,68.0625
Cond_N/StudySeq492,48.32258064516129
Cond_N/StudySeq493,56.40625
Cond_N/StudySeq494,55.03448275862069
Cond_N/StudySeq495,60.25
Cond_N/StudySeq496,56.58064516129032
Cond_N/StudySeq497,68.53333333333333
Cond_N/StudySeq498,79.13333333333334
Cond_N/StudySeq499,77.06666666666666
Cond_N/StudySeq500,61.32258064516129
Cond_N/StudySeq501,71.03333333333333
Cond_N/StudySeq502,80.0
Cond_N/StudySeq503,71.78125
Cond_N/StudySeq504,71.93333333333334
Cond_N/StudySeq505,72.90322580645162
Cond_N/StudySeq506,75.63333333333334
Cond_N/StudySeq507,68.5625
Cond_N/StudySeq508,49.0
Cond_N/StudySeq509,35.689655172413794
Cond_N/StudySeq510,68.54838709677419
Cond_N/StudySeq511,75.83870967741936
Cond_N/StudySeq512,70.83870967741936
Cond_N/StudySeq513,76.90322580645162
Cond_N/StudySeq514,68.375
Cond_N/StudySeq515,82.33333333333333
Cond_N/StudySeq516,81.3529411764706
Cond_N/StudySeq517,64.3125
Cond_N/StudySeq518,57.794117647058826
Cond_N/StudySeq519,73.84848484848484
Cond_N/StudySeq520,80.58064516129032
Cond_N/StudySeq521,80.19354838709677
Cond_N/StudySeq522,84.03030303030303
Cond_N/StudySeq523,79.1875
Cond_N/StudySeq524,69.0625
Cond_N/StudySeq525,59.45161290322581
Cond_N/StudySeq526,67.8125
Cond_N/StudySeq527,58.53125
Cond_N/StudySeq528,41.74193548387097
Cond_N/StudySeq529,67.75
Cond_N/StudySeq530,66.93103448275862
Cond_N/StudySeq531,68.0625
Cond_N/StudySeq532,48.32258064516129
Cond_N/StudySeq533,56.40625
Cond_N/StudySeq534,55.03448275862069
Cond_N/StudySeq535,60.25
Cond_N/StudySeq536,56.58064516129032
Cond_N/StudySeq537,68.53333333333333
Cond_N/StudySeq538,79.13333333333334
Cond_N/StudySeq539,77.06666666666666
Cond_N/StudySeq540,61.32258064516129
Cond_N/StudySeq541,71.03333333333333
Cond_N/StudySeq542,80.0
Cond_N/StudySeq543,71.78125
Cond_N/StudySeq544,71.93333333333334
Cond_N/StudySeq545,72.90322580645162
Cond_N/StudySeq546,75.63333333333334
Cond_N/StudySeq547,68.5625
Cond_N/StudySeq548,49.0
Cond_N/StudySeq549,35.689655172413794
Cond_N/StudySeq550,68.54838709677419
Cond_N/StudySeq551,75.83870967741936
Cond_N/StudySeq552,70.83870967741936
Cond_N/StudySeq553,76.90322580645162
Cond_N/StudySeq554,68.375
Cond_N/StudySeq555,82.33333333333333
Cond_N/StudySeq556,81.3529411764706
Cond_N/StudySeq557,64.3125
Cond_N/StudySeq558,57.794117647058826
Cond_N/StudySeq559,73.84848484848484
Cond_N/StudySeq560,80.58064516129032
Cond_N/StudySeq561,80.19354838709677
Cond_N/StudySeq562,84.03030303030303
Cond_N/StudySeq563,79.1875
Cond_N/StudySeq564,69.0625
Cond_N/StudySeq565,59.45161290322581
Cond_N/StudySeq566,67.8125
Cond_N/StudySeq567,58.53125
Cond_N/StudySeq568,41.74193548387097
Cond_N/StudySeq569,67.75
Cond_N/StudySeq570,66.93103448275862
Cond_N/StudySeq571,68.0625
Cond_N/StudySeq572,48.32258064516129
Cond_N/StudySeq573,56.40625
Cond_N/StudySeq574,55.03448275862069
Cond_N/StudySeq575,60.25
Cond_N/StudySeq576,56.58064516129032
Cond_N/StudySeq577,68.53333333333333
Cond_N/StudySeq578,79.13333333333334
Cond_N/StudySeq579,77.06666666666666
Cond_N/StudySeq580,61.32258064516129
Cond_N/StudySeq581,71.03333333333333
Cond_N/StudySeq582,80.0
Cond_N/StudySeq583,71.78125
Cond_N/StudySeq584,71.93333333333334
Cond_N/StudySeq585,72.90322580645162
